tsne_1,tsne_2,class
-9.579934,64.626945,e
-24.613932,51.83509,e
-14.294815,74.21656,e
-5.192484,67.10932,e
-14.610539,-31.134815,e
-20.498964,-32.437397,e
-33.36781,-32.565792,e
-27.905375,52.087822,e
-11.607937,37.79951,e
-12.3723,40.968414,e
-79.34045,33.323174,e
-23.694311,15.740318,e
-6.1375604,44.184322,e
-16.637487,-8.189868,e
-27.733938,-26.89239,e
-24.570007,65.63197,e
-77.610664,11.385111,e
-17.100086,43.051884,e
-10.060541,65.683685,e
-44.215576,16.58628,e
-27.337706,53.58266,e
-43.372707,16.90925,e
-21.973148,-2.3598106,e
-11.90374,68.13435,e
-84.617805,3.2582388,e
-10.9777,45.463436,e
13.09053,-3.5394988,p
-14.336171,46.274437,e
-30.126553,-22.650948,e
-11.91218,37.1884,e
-28.394922,20.368792,e
-17.952988,-21.746822,e
11.457807,-0.31162798,p
-9.580059,64.622795,e
-30.833143,-12.191209,e
-47.026176,-25.467773,e
-34.61308,-13.047801,e
-20.3469,-32.440933,e
-31.939585,8.696833,e
8.594189,4.265028,p
-60.1121,35.94548,e
-30.316856,-22.866743,e
-21.732882,-30.552757,e
-9.970842,48.735855,e
-20.733238,21.023794,e
-25.036987,50.199936,e
-13.926848,47.396862,e
-41.71704,-9.663699,e
-21.096859,14.4159355,e
-12.94932,38.82437,e
-11.96145,42.108955,e
-3.4756305,46.439896,e
-58.683186,-18.66886,e
-33.408604,-7.1556644,e
9.106904,1.9129913,p
-48.135952,-3.272533,e
-30.311306,63.32114,e
-72.42126,9.566006,e
-3.478769,47.106274,e
-26.801489,53.348892,e
-58.679012,-18.647932,e
-32.200504,-23.368994,e
-15.726406,46.74857,e
10.820477,-3.4940484,p
-27.739723,61.09548,e
-20.287685,-8.591575,e
-19.068722,-19.736425,e
-22.103634,-35.104103,e
-20.753101,-4.5501304,e
-53.821766,-23.771648,e
-38.931362,9.336008,e
-21.037676,-19.59929,e
-24.81753,20.55375,e
-13.426614,-36.227455,e
-12.589256,-20.33026,e
-58.560574,-25.777273,e
-42.706913,18.080263,e
4.88606,-1.5832732,p
-34.843002,-7.6271358,e
-12.590356,-19.486078,e
-44.150272,-4.663813,e
-23.569405,-8.106467,e
-45.272663,-25.217705,e
-35.007355,-29.322254,e
-39.99189,19.248083,e
-17.750774,-25.445976,e
-28.322065,-28.64828,e
-59.30325,-15.814293,e
-29.055273,18.85589,e
-13.471913,-35.466,e
-27.686636,8.541428,e
-44.502792,-4.151568,e
-36.568886,-28.16306,e
64.767555,-1.0810012,p
6.8116574,-3.76935,p
-33.8572,-27.835615,e
-5.5478787,39.34955,e
-44.448853,17.466095,e
-48.61884,-20.440779,e
-27.554308,-4.025959,e
-20.69906,18.162836,e
-55.360092,-26.431978,e
-26.573,17.307451,e
-31.798418,-8.789402,e
-23.989016,-9.531756,e
-15.6177025,-35.748676,e
-29.157728,10.280509,e
-21.472895,-23.302572,e
-30.03296,-30.985472,e
-18.55554,-1.9495728,e
-35.34915,-30.918247,e
-42.12239,-9.835671,e
13.606306,0.3509024,p
-21.413725,20.637344,e
4.868225,-3.154939,p
-39.94027,16.264938,e
-47.397133,-1.7852749,e
-26.027517,7.601133,e
-18.248812,-4.0651455,e
-32.706875,-6.857403,e
-53.566624,-16.360067,e
-32.627197,-9.173739,e
-25.614145,8.406833,e
-21.918419,-32.386974,e
-29.136534,10.286298,e
-32.343266,7.9261723,e
-54.88816,-18.986256,e
-58.25965,-15.954025,e
-26.06374,23.762003,e
-18.690475,19.057194,e
-28.695833,-28.05187,e
-18.430937,-33.12502,e
-19.390146,-8.271377,e
-43.2388,-11.923873,e
-19.13621,-4.181399,e
-58.265797,-15.975483,e
-41.818676,-9.29663,e
-41.817856,-9.294492,e
-44.199806,-25.056269,e
-32.700397,-6.8911257,e
-11.092275,-20.463322,e
-60.38476,-21.976414,e
-17.306536,-19.41442,e
31.014341,40.279537,p
-26.064316,21.070198,e
-25.24338,-5.704849,e
-44.46578,17.474852,e
-52.69299,-19.091438,e
-58.52615,-24.851988,e
-48.410183,-2.6606696,e
-19.798615,-9.539161,e
-12.5539875,-26.0049,e
-31.313269,-29.828568,e
-59.663662,-24.796677,e
-43.352108,16.888855,e
-28.84893,19.977167,e
-23.988165,-9.520744,e
-26.583637,47.958626,e
-30.286602,7.775406,e
-19.39404,-8.271172,e
-44.708317,-21.76017,e
-45.248783,-25.214428,e
-25.254686,22.757845,e
-31.246555,-24.064215,e
-19.915808,-25.304356,e
-11.918193,68.14629,e
-53.69805,-22.853346,e
-11.993648,-36.5056,e
-46.84443,-2.100031,e
-12.934356,-30.95588,e
-23.969288,15.852528,e
-40.81157,18.745693,e
-60.54887,-22.896292,e
-12.936917,-30.952448,e
-20.481876,-35.10219,e
15.814424,14.930499,p
-52.603157,-18.162859,e
-35.178116,-29.553633,e
-14.217813,-26.417278,e
-21.31749,-20.69586,e
-28.327482,-4.4139357,e
-54.647423,-22.545412,e
-52.57814,-15.471334,e
-35.350636,-30.922068,e
-11.92771,-35.723194,e
-18.430046,-35.68365,e
-12.499393,-20.364126,e
-33.74418,-24.430264,e
-39.940765,7.3134117,e
-26.106798,-3.4547205,e
-14.101864,-20.45747,e
-29.530403,-27.378515,e
-28.30062,52.525745,e
-46.7497,-2.005641,e
-56.95577,-15.223434,e
-19.413404,-21.625599,e
-15.360815,-36.92419,e
-19.716715,-25.32825,e
-18.247244,-4.0381107,e
-17.820425,-7.6355844,e
-14.562652,-24.188932,e
-21.91751,-3.455332,e
-7.9085464,37.941536,e
66.13949,14.463353,p
-57.442055,-18.717514,e
-24.521976,-5.410223,e
4.7741017,-3.1399403,p
-26.313501,23.883362,e
-29.809746,-27.662308,e
-33.220062,-13.766689,e
-44.179977,-25.055254,e
-53.565598,-16.380825,e
-10.1715765,77.85991,e
-43.766552,15.061801,e
-48.02967,-24.440966,e
-40.997837,9.201067,e
-60.54697,-22.887604,e
-3.7403328,46.02866,e
-19.260717,-20.928045,e
-12.740658,-38.35208,e
-12.458306,-24.871765,e
-18.292995,19.63359,e
-27.196806,-5.0700836,e
-23.002268,17.24967,e
-29.85599,-23.39563,e
-8.202772,75.79925,e
-11.458825,-31.969173,e
-31.05795,-11.255347,e
-18.9132,-33.076645,e
-23.579073,-8.125237,e
-33.829582,-32.128757,e
-1.1688008,72.59292,e
-45.00485,-5.7369576,e
-14.7068205,-26.336618,e
-19.295048,-3.021169,e
-31.205736,-24.008528,e
-13.221399,38.35421,e
-35.926697,-28.593876,e
-39.62492,15.375261,e
-34.614918,-13.051014,e
-18.491806,19.751535,e
-30.277134,7.756103,e
-21.795046,-31.308664,e
-32.197014,-23.366304,e
-55.37019,-26.457605,e
-18.958176,-9.310708,e
-26.75437,6.1836896,e
-18.25193,-4.062964,e
-30.82556,-12.192686,e
-11.306432,-26.619366,e
17.080994,16.207752,p
-59.360252,-21.981256,e
-21.974508,-2.3636749,e
8.89451,1.2987335,p
-32.32664,7.9239697,e
-38.453255,9.830648,e
-41.95112,-12.469827,e
-31.788235,-25.889456,e
-17.488705,-6.2167335,e
-20.979128,-3.2816854,e
-12.363296,40.96719,e
-19.162287,-18.946217,e
-17.82444,39.93248,e
-53.823044,-23.780775,e
-12.376456,-22.258116,e
-17.62396,-19.386988,e
-39.087193,19.394918,e
-20.614145,-35.83719,e
-12.943916,-32.88827,e
-26.473408,-10.038338,e
-29.174963,-25.691687,e
-45.566708,-5.4618597,e
-14.516293,-20.431917,e
-48.009342,-24.464039,e
-22.303091,-35.82378,e
-21.919924,-32.390083,e
-41.423138,-11.462473,e
-21.183847,-24.003654,e
-21.421106,16.480043,e
-24.310661,-8.244021,e
-26.07913,-11.0367985,e
-14.351347,-19.748976,e
-11.701616,-31.247997,e
-12.685152,-26.774197,e
-30.126165,-22.649084,e
-59.515373,-23.020823,e
-14.936297,-35.32445,e
-19.794895,-9.540725,e
-13.164401,-31.728193,e
-28.914207,6.065917,e
-28.534592,19.747639,e
-53.69985,-22.840591,e
-21.427242,16.482092,e
-11.866898,-36.50703,e
-15.252681,-33.227036,e
-25.25231,-10.942415,e
-60.659847,-24.65504,e
-32.746902,-33.527557,e
-28.89597,6.067694,e
-28.493681,6.9107065,e
-47.430756,-7.2085037,e
-19.262087,-19.746597,e
-23.701302,15.743391,e
-26.106203,-3.4695227,e
-29.948923,-26.912271,e
-21.512243,16.5447,e
-24.92404,23.441984,e
-23.441147,16.812172,e
-22.147684,-37.000755,e
-21.053244,-23.380941,e
-39.98028,19.270258,e
-6.6507335,36.468704,e
-48.589462,-8.56934,e
-9.974327,48.733166,e
-43.763577,15.062377,e
-15.135463,-31.14492,e
6.2407594,3.8061552,p
-34.596535,-13.040726,e
-11.274704,-31.958677,e
-48.509533,-8.479309,e
-33.224903,-13.812117,e
-44.17634,-25.052763,e
-21.160067,-2.2074249,e
-31.875118,-29.59959,e
-34.36825,-9.685124,e
-26.375122,-26.1288,e
-59.715214,-18.377333,e
-38.64736,15.638799,e
-32.073196,-33.755215,e
-25.81176,-8.593331,e
-18.960787,-9.309682,e
-34.76194,-27.158213,e
-28.133959,61.485302,e
-44.28997,-26.02062,e
-50.849583,-6.5559516,e
-11.268435,-33.1083,e
-45.13628,-3.792374,e
-46.890495,-26.456512,e
-21.094294,14.414778,e
-21.997812,-2.3994982,e
6.1065345,4.3205853,p
-49.86774,-5.219504,e
-28.352896,47.373634,e
-17.599804,40.41206,e
-17.8164,-7.6375732,e
-31.982994,-11.352991,e
-41.6681,-12.53053,e
-33.551746,-12.673207,e
-32.342705,7.91757,e
-22.049278,-35.852745,e
38.702267,52.191734,p
-50.296047,-6.9712877,e
-2.8833907,69.59659,e
12.133317,-2.9218447,p
-19.84812,-23.451338,e
-31.144266,-22.073141,e
-59.64522,-17.506071,e
-26.91479,19.527962,e
-13.469401,-35.464077,e
-20.568096,15.287816,e
-38.182175,16.984499,e
-30.02821,10.789813,e
-47.56802,-21.179955,e
-40.44657,9.276892,e
-30.458883,-30.495024,e
10.8555975,-3.5599294,p
-36.074806,-28.814741,e
-58.262524,-15.955993,e
-15.448517,-37.607914,e
-12.386564,-22.256681,e
-21.807251,-37.764236,e
-55.780006,-22.5223,e
-18.210234,-31.528746,e
-58.22346,-22.263317,e
-32.952232,-8.292337,e
-12.582008,-20.331144,e
-20.608171,-19.694014,e
-20.846634,-21.385843,e
-34.459843,-29.74412,e
-21.77341,15.901722,e
-11.126662,-24.280201,e
-54.162136,-25.519896,e
-37.909424,16.085136,e
-18.979649,-9.278499,e
-17.431097,-8.638782,e
-26.739187,6.16426,e
-52.57493,-15.476394,e
-59.612373,-17.490524,e
-28.616768,-26.15194,e
-21.408352,20.630169,e
-44.955044,-5.6698627,e
16.611418,14.330888,p
-21.672415,19.575941,e
-23.75325,-10.662072,e
-11.46345,-33.047054,e
-27.694765,8.574898,e
-30.932693,-13.34312,e
-25.68628,-4.5070634,e
-28.607498,-26.097286,e
-58.0541,-14.885317,e
-27.59698,6.545157,e
-21.887537,-3.4541547,e
-27.272423,9.372438,e
-18.983515,-9.277699,e
-40.821728,18.719872,e
-19.464348,20.528095,e
-13.290254,-33.536835,e
-32.56217,-31.568314,e
70.94549,-2.3130388,p
-29.246761,18.20686,e
-54.81575,-18.113632,e
-25.256117,-10.944305,e
-21.682646,-25.00431,e
-10.588229,-21.57449,e
-31.60935,-32.238144,e
-19.620035,-24.150173,e
-20.375824,-33.163963,e
-29.564064,62.59816,e
-30.991413,-32.706776,e
-14.2261305,-25.841225,e
-11.000508,-21.556116,e
-48.274143,-22.367722,e
-19.07458,-19.73477,e
-47.403706,-1.7894917,e
-18.928131,-37.510506,e
-12.361891,-37.612385,e
-12.6872835,-25.994482,e
-48.069935,-25.551477,e
-28.349113,17.417442,e
-18.83738,17.902914,e
-48.0858,-3.2252135,e
-52.5311,-16.419157,e
-14.427571,-22.164686,e
-27.017418,22.355064,e
-59.662975,-24.773142,e
-16.87276,-7.193497,e
-18.245956,-2.9051702,e
-50.425747,-4.953475,e
-20.624666,-35.0761,e
-20.032688,-26.089315,e
-33.554363,-24.195452,e
-26.082169,-11.038108,e
-31.644455,7.3149056,e
-3.4557474,4.1236973,p
-10.974097,45.469116,e
-39.55705,18.254995,e
-30.922188,-13.3774605,e
18.856323,12.950368,p
-11.77651,-33.688232,e
-17.503754,-6.196449,e
-21.56867,-25.683773,e
-29.489191,9.427238,e
-27.420998,48.621517,e
-53.567844,-16.35771,e
-45.827354,-20.884682,e
-30.660366,-24.486027,e
-48.285557,-22.388178,e
-34.614285,-29.961205,e
-20.302425,-37.82619,e
-57.32012,-17.898397,e
8.488032,3.7080173,p
-18.417,18.920525,e
-58.199524,-22.261837,e
-32.16903,-25.313723,e
-16.874136,-7.1956053,e
-4.8855605,47.66625,e
-24.131489,65.30066,e
-11.993374,-36.503296,e
-34.38638,-9.706973,e
-21.542835,-4.651896,e
-21.84231,18.966393,e
-17.743748,-23.782614,e
-11.456368,-31.967869,e
-13.792225,-37.369816,e
-25.263828,-10.92453,e
-28.695055,-28.058773,e
-19.030676,-35.150715,e
28.872658,-1.0171839,p
-27.01675,22.359985,e
-19.858763,-24.162756,e
-29.351954,18.995678,e
-17.447056,-8.616016,e
-58.312515,-23.112434,e
-10.675543,46.677807,e
-20.591885,18.15353,e
-14.093602,-21.545383,e
-35.352108,-9.876584,e
-16.630962,-8.214214,e
-47.785072,-26.480122,e
-27.116476,-27.402195,e
-37.210556,-29.417448,e
-20.394907,18.78679,e
-11.567101,-31.220129,e
-11.288463,-19.728252,e
-21.668844,-23.901209,e
-32.88711,-22.972998,e
-14.721248,-33.24824,e
-34.056572,-32.451607,e
31.153988,25.525362,p
-27.383337,19.015448,e
-38.497086,7.707244,e
38.690567,8.230365,p
-35.41923,-26.928766,e
-34.022194,-14.051317,e
83.297874,20.429213,p
17.560537,17.002846,p
-27.895615,17.975641,e
-20.98258,-3.283123,e
-22.338106,14.920662,e
-13.151438,-30.98699,e
-35.62328,-8.986136,e
-44.020042,-9.741821,e
-20.22245,-31.288782,e
-57.0939,-16.129835,e
-11.276322,-31.95921,e
-31.265188,10.102608,e
-19.746447,-9.568433,e
-20.252562,15.15178,e
-31.855732,-12.282811,e
-20.252466,-8.586108,e
-20.380049,15.880605,e
-27.471317,-6.4820075,e
-25.999186,7.610554,e
-30.605537,-24.437138,e
-31.91517,8.697592,e
25.156874,-1.9857134,p
-26.494064,23.246346,e
-18.577333,-35.10927,e
-43.578568,-10.126785,e
-35.01053,-29.321907,e
-14.68483,-31.69348,e
73.29889,11.006942,p
-30.221218,-31.286053,e
-45.509827,-5.3899503,e
-15.810325,-37.50787,e
-17.76883,-21.156517,e
71.15778,11.838145,p
-25.301195,-3.224326,e
-59.286022,-15.837009,e
-59.056786,-14.921956,e
-31.881313,-33.51062,e
-28.049568,5.5789995,e
-31.078016,-11.267244,e
-46.85276,-2.10534,e
-32.0679,-29.927162,e
-33.49173,-28.351896,e
-19.300909,-3.0203912,e
-35.62756,-7.7973714,e
-36.14227,-30.989794,e
-27.5574,-4.034753,e
-19.624624,-21.581898,e
-24.840237,-4.1799483,e
-29.466969,9.4395275,e
-47.08244,-7.7111554,e
-19.48059,-1.9765173,e
-57.344585,-17.874758,e
-29.686274,-23.210424,e
-10.684036,-25.972576,e
-22.05062,-35.854603,e
70.14558,23.897392,p
-31.612148,-32.237328,e
-48.0035,-8.772109,e
-32.046432,-7.868608,e
-28.616117,-26.143805,e
-59.700317,-25.86657,e
-26.813717,23.41479,e
-43.719448,-12.1327,e
-33.807957,-11.825949,e
-15.340075,-32.72682,e
-45.180714,-19.748245,e
59.5521,28.22477,p
-17.357492,-21.250166,e
-41.717438,-9.6622095,e
-30.691635,-30.832756,e
-35.626324,-7.8004136,e
-14.078358,-24.256172,e
-20.621857,-35.07743,e
-27.160551,5.3786793,e
-44.016113,-9.743786,e
-17.815962,-7.6352324,e
-11.703286,-31.251276,e
-19.845022,-26.126852,e
-42.57601,14.249198,e
-22.061087,-31.266123,e
-46.361465,-2.6219668,e
-41.000168,7.5055265,e
-31.604284,-25.594944,e
-31.778664,-8.798569,e
-31.941404,8.69069,e
-46.038845,-4.8774643,e
-27.202633,-5.0809946,e
-20.723265,-18.954395,e
26.072416,-3.896192,p
-31.251802,-24.068922,e
-47.946564,-8.710374,e
-13.192688,66.82166,e
-54.387733,-26.434658,e
-29.178719,-25.635965,e
-47.35401,-7.132805,e
-20.40877,-37.874634,e
-19.13314,-4.183977,e
-32.97436,-8.303807,e
-34.597122,-8.814849,e
-34.598396,-8.812762,e
-48.455204,-2.705141,e
-37.904327,9.497647,e
-17.573664,-21.830275,e
-15.804828,-37.50833,e
-37.574356,8.066543,e
-21.769718,-33.09412,e
-42.868404,15.296295,e
-58.553482,-17.704737,e
-8.0922985,36.848858,e
-18.558847,-1.9461557,e
-38.38961,9.46461,e
-33.402058,-7.192511,e
-49.381046,-5.7676454,e
-41.392193,8.943181,e
-11.620773,-33.749424,e
-17.820978,-7.6376567,e
-12.268376,-37.638947,e
-23.538643,22.482784,e
-47.472202,-3.6836934,e
-15.400066,-35.222992,e
-18.251991,-32.595882,e
-54.695282,-15.401536,e
-46.005478,-4.8274436,e
-52.586575,-18.188631,e
-45.251293,-25.216469,e
-12.5396,-21.539024,e
-31.115788,8.251524,e
-35.341305,-9.860071,e
-43.416576,-12.704183,e
-48.95226,-7.938117,e
-42.883705,15.298685,e
-18.928425,-35.74039,e
-27.545622,-24.669605,e
-19.12582,-4.209455,e
-21.795708,-31.304611,e
-50.426582,-4.9557366,e
-28.536137,19.74869,e
-35.927307,-28.595219,e
-23.189892,16.642832,e
-22.075956,19.029028,e
-32.397243,-31.385075,e
-20.836128,-20.748241,e
-47.70401,-20.232948,e
-31.275848,10.129719,e
19.017391,15.913683,p
-14.780704,-25.77231,e
-22.147127,-36.999405,e
-55.92098,-23.396296,e
-46.059135,-19.916002,e
-51.196762,-6.038645,e
-13.288537,-35.474106,e
-6.7232237,66.2857,e
-23.135532,-9.327836,e
-21.650175,-37.72805,e
-10.74347,-22.237,e
-18.242044,-2.9068792,e
-43.85203,-9.090455,e
-59.64325,-17.511309,e
77.73433,9.866167,p
-18.564314,-37.47438,e
-30.395666,9.804172,e
-32.372387,-25.640997,e
-31.692911,-13.478681,e
-44.464897,-24.000528,e
-26.102177,-3.4699101,e
-38.70028,18.550997,e
-26.106066,-11.01989,e
-41.881863,15.552614,e
-26.560362,-8.834196,e
-32.00566,-11.370669,e
-28.303072,17.310429,e
-39.10611,19.375715,e
-18.373882,-26.016098,e
-41.890747,15.558912,e
-23.947487,21.945852,e
-18.25041,-4.0362487,e
-59.692745,-18.360468,e
-18.121529,-24.367075,e
-56.239933,-25.170015,e
-11.26678,-33.10304,e
-26.830671,16.665007,e
-44.219585,16.58823,e
-47.36268,-22.202818,e
-53.644424,-18.164177,e
-52.58989,-15.486909,e
-33.727,-28.592098,e
-37.89104,16.13842,e
-20.772844,-4.51057,e
-27.591305,6.5581417,e
-12.521713,-19.541044,e
-18.294771,19.632198,e
-6.1733346,43.65815,e
-31.771904,-8.793542,e
-54.811985,-23.613384,e
-30.848082,-32.533276,e
-38.18122,16.985315,e
-39.998676,7.6466603,e
-43.11046,-12.583691,e
-22.984247,-10.399169,e
-24.309675,-8.264693,e
-24.614376,20.380125,e
-43.479847,14.195064,e
-19.710634,-25.331135,e
-23.704659,21.817997,e
-17.44751,-8.612996,e
-28.31432,-4.4001226,e
-55.803394,-22.514292,e
-33.572754,-12.682874,e
-26.312077,23.88132,e
-32.067287,-7.873722,e
31.137383,-0.09101457,p
-28.173935,-24.410934,e
-19.866917,-24.158707,e
-46.870274,-26.434475,e
-49.803196,-5.1367636,e
-54.176086,-25.492449,e
-18.56334,-1.9289149,e
-11.46188,-33.04359,e
-31.97591,-22.039103,e
-10.544729,-24.864714,e
-22.06253,-31.262306,e
-24.813414,23.419704,e
-25.729063,21.692266,e
-23.117975,-9.314493,e
-26.325558,8.997033,e
-44.240097,16.601927,e
-32.22012,-23.43264,e
64.206184,15.09166,p
-22.304127,-35.823925,e
-50.928177,-6.6490197,e
-28.052938,5.5700355,e
66.09942,13.760594,p
-20.81713,14.224737,e
-45.59142,-21.926228,e
-37.57306,8.060838,e
-18.302715,-6.5268474,e
-54.844574,-18.132282,e
-20.38438,-19.020802,e
-36.999508,-30.276033,e
-45.56733,-21.945578,e
-13.91922,-37.341606,e
-38.15815,16.998402,e
-54.706352,-16.342396,e
-39.0285,16.644337,e
-12.624667,-24.829987,e
-48.075886,-3.2179077,e
-47.808834,-26.497192,e
-22.2198,-32.419502,e
-49.008797,-8.002825,e
-14.69372,49.786816,e
-57.464725,-18.699783,e
-53.71147,-19.195833,e
-58.340332,-23.122753,e
-22.450321,14.944848,e
-23.759941,-10.638836,e
-26.707706,-6.2191525,e
-44.6867,-21.777634,e
-25.557674,-9.84352,e
26.552303,-2.0293634,p
-18.172195,-23.792013,e
-34.976917,-27.476988,e
-22.011988,-33.137188,e
-5.5489626,39.350628,e
-48.62766,-21.389738,e
-32.22324,-23.435242,e
-25.69253,-4.4987235,e
-14.615564,-31.13134,e
-31.530931,-30.20377,e
-41.854313,-11.400302,e
-42.45047,-8.84128,e
-33.285,-24.956831,e
-35.411938,-26.919321,e
-27.550413,-4.0256124,e
-18.986858,-18.912333,e
-53.70654,-19.169525,e
-45.800808,-20.880589,e
-56.236137,-25.169031,e
-60.389908,-21.986174,e
-8.176774,48.733223,e
-25.23734,-5.7132735,e
-43.535156,-9.784924,e
-28.118849,20.167032,e
-53.64285,-18.157763,e
-33.405865,-7.1976404,e
-28.849096,19.978321,e
-24.821949,23.421297,e
-19.291828,-3.0229394,e
-26.003824,18.17703,e
-34.785503,-12.149807,e
-53.642185,-18.136435,e
-21.205635,-25.762218,e
-15.4433975,-37.60652,e
-24.424246,21.022469,e
-20.815634,14.224961,e
-33.639793,-32.912407,e
-36.69859,-28.356245,e
-18.7971,-32.531963,e
-21.929098,-36.972847,e
-27.714481,-24.951525,e
-39.619377,15.417434,e
-31.125128,8.238887,e
-38.07987,8.161554,e
18.000704,12.785707,p
-44.07728,-4.5803123,e
-17.62625,-20.090748,e
-12.903175,49.8514,e
-19.406,-8.271699,e
-26.16253,21.183231,e
-27.409044,22.494268,e
-28.607985,-26.105545,e
-55.138012,-25.370281,e
-60.528595,-22.911709,e
-55.944393,-23.377829,e
-20.568542,15.287377,e
-45.796036,-20.882174,e
-47.95169,-8.715002,e
-47.351936,-7.131635,e
-20.928394,21.128332,e
-12.508382,-22.27428,e
-58.680637,-18.672617,e
-21.937052,19.659859,e
17.976345,12.88844,p
-12.038966,-35.727215,e
-49.337204,-5.7057033,e
-38.653847,15.591013,e
-41.90271,-11.773401,e
-43.717056,-12.128431,e
-47.3729,-22.226557,e
-19.505308,17.611618,e
-20.994255,-3.2843232,e
-40.821445,18.721529,e
-11.026412,-19.683897,e
-28.086084,-5.4339423,e
-19.255178,17.427906,e
-14.717646,-24.713955,e
-18.211878,-25.410349,e
-20.158318,-30.522238,e
-48.09491,-25.554197,e
-18.725393,-31.46877,e
-44.498295,-4.144186,e
-54.86246,-18.97169,e
-54.675106,-15.414114,e
-30.632555,49.130314,e
-12.803636,-38.324287,e
-28.318441,-28.641285,e
-25.995245,18.17183,e
-31.449749,-32.06039,e
-33.8356,-11.821483,e
30.587322,-4.841187,p
-14.940963,-35.32497,e
-26.491947,-10.028555,e
-26.641855,62.198128,e
-30.723343,6.957918,e
26.043055,1.5671824,p
-57.11821,-16.143648,e
-12.413799,-21.53231,e
-30.954182,10.930083,e
-11.10821,-22.219494,e
-37.650906,8.362543,e
-27.707756,-26.853785,e
-45.19619,-26.1892,e
-54.645958,-22.553774,e
-52.605953,-18.167908,e
-31.200987,-24.003777,e
30.814123,44.91176,p
-27.073128,-27.38685,e
-14.059786,-38.211758,e
-31.86341,-12.281306,e
-14.181226,-24.786253,e
-12.675926,-25.9933,e
-19.921799,-25.301441,e
-48.636395,-21.393145,e
-43.56069,-9.109107,e
-53.563526,-15.266495,e
-25.819292,18.757895,e
-23.757086,-10.663774,e
-40.459724,7.1319,e
-28.10384,-28.394161,e
-11.028509,-24.901436,e
-15.274041,-31.679352,e
-25.63308,8.4053955,e
-51.249302,-6.1003346,e
-43.689465,17.94079,e
-24.18075,20.833767,e
-39.01,16.65689,e
-33.12802,-31.121958,e
-20.296497,-30.473766,e
68.54854,24.053701,p
-16.875805,-7.196536,e
-47.560253,-21.176481,e
-21.035341,-19.600637,e
-55.367268,-26.454796,e
-32.519863,-33.179348,e
-47.32429,-1.7182828,e
-14.553537,-21.566332,e
-50.374725,-4.887483,e
-14.060635,-38.2113,e
-44.760403,-20.66054,e
39.156353,8.799187,p
-18.840435,17.8974,e
-37.959393,9.777017,e
-42.178257,-8.718858,e
-25.99908,7.607247,e
-21.227709,-25.061556,e
-28.098642,-5.4454813,e
-30.950432,10.909869,e
-17.984324,-26.037092,e
-20.254255,-8.584827,e
-13.603226,-36.193943,e
-34.819954,-7.661074,e
-24.102951,15.188575,e
-12.444261,-24.868294,e
-19.485237,-1.9960208,e
-24.189629,20.833656,e
-47.729195,-20.222305,e
-21.50392,-4.692254,e
-31.256586,-22.291945,e
-31.71123,-13.439018,e
-47.80021,-26.4999,e
-18.730251,-31.46891,e
-25.793684,-8.616964,e
-38.718697,18.52426,e
-48.594696,-20.443192,e
-18.298424,-30.932129,e
-26.74331,6.1598988,e
-27.519142,21.923038,e
-27.262661,9.353741,e
-10.980169,45.470833,e
-26.578064,-8.815061,e
-45.0644,-3.7142453,e
-43.782604,15.064684,e
-43.835636,-11.789392,e
-27.388092,19.020428,e
-14.156669,-38.15191,e
-18.691458,19.054798,e
-22.22012,-32.41727,e
-27.179533,21.801302,e
-27.046099,19.581482,e
-54.810444,-23.599728,e
-20.606785,-7.3713017,e
-26.318968,9.008898,e
-23.865374,15.115424,e
-19.268522,-20.927967,e
-42.400276,17.188381,e
-18.453562,-36.798595,e
-30.725328,6.940219,e
-59.511257,-23.011036,e
-59.51273,-23.007696,e
-58.505154,-24.873165,e
-20.369581,-31.276783,e
-10.738042,-20.408756,e
81.19933,21.067425,p
-12.267846,-37.638477,e
-44.4079,-4.0421968,e
-44.05206,-10.104994,e
-26.316309,17.099396,e
-39.556316,18.250597,e
-43.36351,-11.609372,e
-47.118423,-24.372427,e
-58.578354,-25.760166,e
-21.505981,13.8998165,e
-45.19858,-26.190432,e
81.12527,18.825695,p
-41.39053,8.950609,e
77.27497,23.069614,p
24.848772,-3.3529322,p
-20.296667,18.7743,e
-42.413105,17.204449,e
-10.948578,-26.62894,e
-57.438644,-18.721777,e
49.352592,32.482826,p
-20.490185,-37.015694,e
-30.286932,7.766746,e
-28.498411,6.906015,e
28.989103,-1.0236568,p
-28.515787,6.9072223,e
-29.471636,18.287882,e
59.229378,27.667326,p
50.419586,7.9389033,p
-54.67917,-15.410761,e
-44.461662,-23.997839,e
-11.867029,-36.509407,e
-25.554441,-9.840563,e
-48.958847,-7.9421587,e
-42.706753,18.077616,e
-55.923244,-23.385862,e
-56.97432,-15.230583,e
17.97185,12.904721,p
30.457138,25.771778,p
-18.205204,-25.412924,e
-59.660625,-24.774862,e
-59.698086,-25.869925,e
-20.21622,-31.285734,e
-39.941563,16.262938,e
-18.568731,-35.110012,e
79.72938,10.018345,p
-53.841434,-23.780916,e
-17.946861,-21.747204,e
30.840078,-1.3417487,p
-57.31621,-17.90564,e
-17.487345,-6.2133,e
72.76473,14.7806225,p
49.118298,23.330038,p
-31.262903,10.104218,e
-16.636005,-8.18555,e
-20.405872,-37.876064,e
-20.725182,-18.953756,e
-33.73068,-28.596209,e
17.500055,17.03048,p
-10.711132,-24.240679,e
-25.577349,18.650503,e
-14.186867,-24.791065,e
